Scaffold,Length,NewChr,NewStart,NewEnd,NewOrientation,OldChr,OldStart,OldEnd
899,8517,Un,21046935,21055451,unknown,Un,56686497,56695013
900,8510,Un,21056452,21064961,unknown,Un,56696014,56704523
973,8484,Un,21065962,21074445,unknown,Un,57368534,57377017
1636,8481,Un,21075446,21083926,unknown,Un,61896128,61904608
901,8476,Un,21084927,21093402,unknown,Un,56705524,56713999
903,8471,Un,21094403,21102873,unknown,Un,56726654,56735124
904,8455,Un,21103874,21112328,unknown,Un,56736125,56744579
906,8450,Un,21113329,21121778,unknown,Un,56755315,56763764
908,8434,Un,21122779,21131212,unknown,Un,56774699,56783132
924,8423,Un,21132213,21140635,unknown,Un,56926717,56935139
911,8416,Un,21141636,21150051,unknown,Un,56804992,56813407
912,8415,Un,21151052,21159466,unknown,Un,56814408,56822822
918,8414,Un,21160467,21168880,unknown,Un,56870807,56879220
913,8402,Un,21169881,21178282,unknown,Un,56823823,56832224
949,8385,Un,21179283,21187667,unknown,Un,57156227,57164611
927,8384,Un,21188668,21197051,unknown,Un,56954671,56963054
932,8384,Un,21198052,21206435,unknown,Un,57000762,57009145
920,8375,Un,21207436,21215810,unknown,Un,56889512,56897886
915,8371,Un,21216811,21225181,unknown,Un,56842790,56851160
921,8357,Un,21226182,21234538,unknown,Un,56898887,56907243
974,8356,Un,21235539,21243894,unknown,Un,57378018,57386373
1013,8338,Un,21244895,21253232,unknown,Un,57728242,57736579
916,8331,Un,21254233,21262563,unknown,Un,56852161,56860491
925,8317,Un,21263564,21271880,unknown,Un,56936140,56944456
917,8315,Un,21272881,21281195,unknown,Un,56861492,56869806
1209,8296,Un,21282196,21290491,unknown,Un,59280317,59288612
919,8291,Un,21291492,21299782,unknown,Un,56880221,56888511
922,8247,Un,21300783,21309029,unknown,Un,56908244,56916490
923,8226,Un,21310030,21318255,unknown,Un,56917491,56925716
926,8214,Un,21319256,21327469,unknown,Un,56945457,56953670
928,8191,Un,21328470,21336660,unknown,Un,56964055,56972245
945,8191,Un,21337661,21345851,unknown,Un,57119740,57127930
929,8187,Un,21346852,21355038,unknown,Un,56973246,56981432
946,8177,Un,21356039,21364215,unknown,Un,57128931,57137107
930,8167,Un,21365216,21373382,unknown,Un,56982433,56990599
958,8164,Un,21374383,21382546,unknown,Un,57237668,57245831
931,8162,Un,21383547,21391708,unknown,Un,56991600,56999761
933,8158,Un,21392709,21400866,unknown,Un,57010146,57018303
934,8149,Un,21401867,21410015,unknown,Un,57019304,57027452
1139,8147,Un,21411016,21419162,unknown,Un,58758373,58766519
935,8144,Un,21420163,21428306,unknown,Un,57028453,57036596
1103,8144,Un,21429307,21437450,unknown,Un,58475220,58483363
936,8142,Un,21438451,21446592,unknown,Un,57037597,57045738
937,8141,Un,21447593,21455733,unknown,Un,57046739,57054879
938,8140,Un,21456734,21464873,unknown,Un,57055880,57064019
939,8139,Un,21465874,21474012,unknown,Un,57065020,57073158
940,8135,Un,21475013,21483147,unknown,Un,57074159,57082293
941,8125,Un,21484148,21492272,unknown,Un,57083294,57091418
942,8114,Un,21493273,21501386,unknown,Un,57092419,57100532
943,8108,Un,21502387,21510494,unknown,Un,57101533,57109640
1134,8108,Un,21511495,21519602,unknown,Un,58718566,58726673
944,8099,Un,21520603,21528701,unknown,Un,57110641,57118739
947,8066,Un,21529702,21537767,unknown,Un,57138108,57146173
948,8053,Un,21538768,21546820,unknown,Un,57147174,57155226
966,8049,Un,21547821,21555869,unknown,Un,57311454,57319502
950,8047,Un,21556870,21564916,unknown,Un,57165612,57173658
951,8037,Un,21565917,21573953,unknown,Un,57174659,57182695
982,8018,Un,21574954,21582971,unknown,Un,57450848,57458865
952,8016,Un,21583972,21591987,unknown,Un,57183696,57191711
953,8015,Un,21592988,21601002,unknown,Un,57192712,57200726
954,8008,Un,21602003,21610010,unknown,Un,57201727,57209734
967,7998,Un,21611011,21619008,unknown,Un,57320503,57328500
955,7992,Un,21620009,21628000,unknown,Un,57210735,57218726
956,7982,Un,21629001,21636982,unknown,Un,57219727,57227708
1573,7967,Un,21637983,21645949,unknown,Un,61577400,61585366
957,7959,Un,21646950,21654908,unknown,Un,57228709,57236667
1017,7941,Un,21655909,21663849,unknown,Un,57762967,57770907
959,7929,Un,21664850,21672778,unknown,Un,57246832,57254760
961,7921,Un,21673779,21681699,unknown,Un,57266880,57274800
962,7919,Un,21682700,21690618,unknown,Un,57275801,57283719
963,7914,Un,21691619,21699532,unknown,Un,57284720,57292633
964,7911,Un,21700533,21708443,unknown,Un,57293634,57301544
965,7909,Un,21709444,21717352,unknown,Un,57302545,57310453
1382,7893,Un,21718353,21726245,unknown,Un,60438368,60446260
968,7892,Un,21727246,21735137,unknown,15,16190873,16198764
969,7889,Un,21736138,21744026,unknown,Un,57329501,57337389
980,7886,Un,21745027,21752912,unknown,Un,57433078,57440963
970,7885,Un,21753913,21761797,unknown,Un,57338390,57346274
981,7884,Un,21762798,21770681,unknown,Un,57441964,57449847
972,7862,Un,21771682,21779543,unknown,Un,57359672,57367533
975,7850,Un,21780544,21788393,unknown,Un,57387374,57395223
977,7836,Un,21789394,21797229,unknown,Un,57406596,57414431
983,7831,Un,21798230,21806060,unknown,Un,57459866,57467696
978,7828,Un,21807061,21814888,unknown,Un,57415432,57423259
979,7818,Un,21815889,21823706,unknown,Un,57424260,57432077
1187,7766,Un,21824707,21832472,unknown,Un,59120519,59128284
1248,7734,Un,21833473,21841206,unknown,Un,59555434,59563167
984,7724,Un,21842207,21849930,unknown,Un,57468697,57476420
985,7720,Un,21850931,21858650,unknown,Un,57477421,57485140
986,7704,Un,21859651,21867354,unknown,Un,57486141,57493844
987,7672,Un,21868355,21876026,unknown,Un,57494845,57502516
988,7669,Un,21877027,21884695,unknown,Un,57503517,57511185
1082,7669,Un,21885696,21893364,unknown,Un,58305532,58313200
989,7658,Un,21894365,21902022,unknown,Un,57512186,57519843
990,7656,Un,21903023,21910678,unknown,Un,57520844,57528499
991,7656,Un,21911679,21919334,unknown,Un,57529500,57537155
994,7652,Un,21920335,21927986,unknown,Un,57560167,57567818
995,7649,Un,21928987,21936635,unknown,Un,57568819,57576467
996,7636,Un,21937636,21945271,unknown,Un,57577468,57585103
997,7631,Un,21946272,21953902,unknown,Un,57586104,57593734
1044,7626,Un,21954903,21962528,unknown,Un,57991706,57999331
998,7625,Un,21963529,21971153,unknown,Un,57594735,57602359
1100,7615,Un,21972154,21979768,unknown,Un,58450843,58458457
999,7603,Un,21980769,21988371,unknown,Un,57603360,57610962
1000,7599,Un,21989372,21996970,unknown,Un,57611963,57619561
1001,7597,Un,21997971,22005567,unknown,Un,57620562,57628158
1002,7594,Un,22006568,22014161,unknown,Un,57629159,57636752
1004,7579,Un,22015162,22022740,unknown,Un,57650004,57657582
1005,7567,Un,22023741,22031307,unknown,Un,57658583,57666149
1006,7544,Un,22032308,22039851,unknown,Un,57667150,57674693
1007,7539,Un,22040852,22048390,unknown,Un,57675694,57683232
1008,7537,Un,22049391,22056927,unknown,Un,57684233,57691769
1026,7536,Un,22057928,22065463,unknown,Un,57841040,57848575
1009,7519,Un,22066464,22073982,unknown,Un,57692770,57700288
1658,7515,Un,22074983,22082497,unknown,Un,61995626,62003140
1083,7510,Un,22083498,22091007,unknown,Un,58314201,58321710
1011,7508,Un,22092008,22099515,unknown,Un,57711251,57718758
1186,7508,Un,22100516,22108023,unknown,Un,59112011,59119518
1025,7502,Un,22109024,22116525,unknown,Un,57832538,57840039
1027,7492,Un,22117526,22125017,unknown,Un,57849576,57857067
1028,7484,Un,22126018,22133501,unknown,Un,57858068,57865551
1012,7483,Un,22134502,22141984,unknown,Un,57719759,57727241
1077,7470,Un,22142985,22150454,unknown,Un,58264763,58272232
1014,7465,Un,22151455,22158919,unknown,Un,57737580,57745044
1015,7462,Un,22159920,22167381,unknown,Un,57746045,57753506
1016,7460,Un,22168382,22175841,unknown,Un,57754507,57761966
1065,7446,Un,22176842,22184287,unknown,Un,58165278,58172723
1018,7440,Un,22185288,22192727,unknown,Un,57771908,57779347
1019,7438,Un,22193728,22201165,unknown,Un,57780348,57787785
1020,7425,Un,22202166,22209590,unknown,Un,57788786,57796210
1021,7424,Un,22210591,22218014,unknown,Un,57797211,57804634
1022,7424,Un,22219015,22226438,unknown,Un,57805635,57813058
1113,7407,Un,22227439,22234845,unknown,Un,58555306,58562712
1023,7406,Un,22235846,22243251,unknown,Un,57814059,57821464
1042,7400,Un,22244252,22251651,unknown,Un,57975007,57982406
1029,7371,Un,22252652,22260022,unknown,Un,57866552,57873922
1030,7371,Un,22261023,22268393,unknown,Un,57874923,57882293
1121,7369,Un,22269394,22276762,unknown,Un,58618390,58625758
1031,7365,Un,22277763,22285127,unknown,Un,57883294,57890658
1032,7363,Un,22286128,22293490,unknown,Un,57891659,57899021
1033,7357,Un,22294491,22301847,unknown,Un,57900022,57907378
1034,7357,Un,22302848,22310204,unknown,Un,57908379,57915735
1035,7353,Un,22311205,22318557,unknown,Un,57916736,57924088
1036,7341,Un,22319558,22326898,unknown,Un,57925089,57932429
1037,7339,Un,22327899,22335237,unknown,Un,57933430,57940768
1246,7326,Un,22336238,22343563,unknown,Un,59540351,59547676
1038,7318,Un,22344564,22351881,unknown,Un,57941769,57949086
1039,7317,Un,22352882,22360198,unknown,Un,57950087,57957403
1057,7317,Un,22361199,22368515,unknown,Un,58099449,58106765
1059,7305,Un,22369516,22376820,unknown,Un,58115973,58123277
1040,7302,Un,22377821,22385122,unknown,Un,57958404,57965705
1041,7301,Un,22386123,22393423,unknown,Un,57966706,57974006
1043,7299,Un,22394424,22401722,unknown,Un,57983407,57990705
1045,7298,Un,22402723,22410020,unknown,Un,58000332,58007629
1094,7282,Un,22411021,22418302,unknown,Un,58402922,58410203
1046,7280,Un,22419303,22426582,unknown,Un,58008630,58015909
1047,7272,Un,22427583,22434854,unknown,Un,58016910,58024181
1048,7270,Un,22435855,22443124,unknown,Un,58025182,58032451
1049,7266,Un,22444125,22451390,unknown,Un,58033452,58040717
1050,7263,Un,22452391,22459653,unknown,Un,58041718,58048980
1051,7261,Un,22460654,22467914,unknown,Un,58049981,58057241
1052,7258,Un,22468915,22476172,unknown,Un,58058242,58065499
1053,7253,Un,22477173,22484425,unknown,Un,58066500,58073752
1054,7243,Un,22485426,22492668,unknown,Un,58074753,58081995
1055,7234,Un,22493669,22500902,unknown,Un,58082996,58090229
1056,7219,Un,22501903,22509121,unknown,Un,58091230,58098448
1058,7207,Un,22510122,22517328,unknown,Un,58107766,58114972
1075,7204,Un,22518329,22525532,unknown,Un,58248464,58255667
1060,7203,Un,22526533,22533735,unknown,Un,58124278,58131480
1061,7203,Un,22534736,22541938,unknown,Un,58132481,58139683
1062,7200,Un,22542939,22550138,unknown,Un,58140684,58147883
1063,7197,Un,22551139,22558335,unknown,Un,58148884,58156080
1064,7197,Un,22559336,22566532,unknown,Un,58157081,58164277
1066,7189,Un,22567533,22574721,unknown,Un,58173724,58180912
1067,7184,Un,22575722,22582905,unknown,Un,58181913,58189096
1069,7167,Un,22583906,22591072,unknown,Un,58199618,58206784
1070,7158,Un,22592073,22599230,unknown,Un,58207785,58214942
1105,7156,Un,22600231,22607386,unknown,Un,58492210,58499365
1071,7143,Un,22608387,22615529,unknown,Un,58215943,58223085
1072,7137,Un,22616530,22623666,unknown,Un,58224086,58231222
1073,7128,Un,22624667,22631794,unknown,Un,58232223,58239350
1074,7113,Un,22632795,22639907,unknown,Un,58240351,58247463
1089,7113,Un,22640908,22648020,unknown,Un,58362852,58369964
1076,7095,Un,22649021,22656115,unknown,Un,58256668,58263762
1078,7091,Un,22657116,22664206,unknown,Un,58273233,58280323
1079,7085,Un,22665207,22672291,unknown,Un,58281324,58288408
1291,7078,Un,22673292,22680369,unknown,Un,59849993,59857070
1080,7068,Un,22681370,22688437,unknown,Un,58289409,58296476
1081,7055,Un,22689438,22696492,unknown,Un,58297477,58304531
1084,7039,Un,22697493,22704531,unknown,Un,58322711,58329749
1085,7037,Un,22705532,22712568,unknown,Un,58330750,58337786
1086,7025,Un,22713569,22720593,unknown,Un,58338787,58345811
1087,7022,Un,22721594,22728615,unknown,Un,58346812,58353833
1088,7018,Un,22729616,22736633,unknown,Un,58354834,58361851
1090,7010,Un,22737634,22744643,unknown,Un,58370965,58377974
1091,6998,Un,22745644,22752641,unknown,Un,58378975,58385972
1092,6989,Un,22753642,22760630,unknown,Un,58386973,58393961
1120,6970,Un,22761631,22768600,unknown,Un,58610420,58617389
1093,6960,Un,22769601,22776560,unknown,Un,58394962,58401921
1095,6939,Un,22777561,22784499,unknown,Un,58411204,58418142
1096,6936,Un,22785500,22792435,unknown,Un,58419143,58426078
1110,6932,Un,22793436,22800367,unknown,Un,58531778,58538709
1097,6931,Un,22801368,22808298,unknown,Un,58427079,58434009
1098,6918,Un,22809299,22816216,unknown,Un,58435010,58441927
1109,6916,Un,22817217,22824132,unknown,Un,58523862,58530777
1099,6915,Un,22825133,22832047,unknown,Un,58442928,58449842
1101,6903,Un,22833048,22839950,unknown,Un,58459458,58466360
1119,6901,Un,22840951,22847851,unknown,Un,58602519,58609419
1201,6871,Un,22848852,22855722,unknown,Un,59222771,59229641
1172,6865,Un,22856723,22863587,unknown,Un,59005988,59012852
1102,6859,Un,22864588,22871446,unknown,Un,58467361,58474219
1135,6859,Un,22872447,22879305,unknown,Un,58727674,58734532
1104,6846,Un,22880306,22887151,unknown,Un,58484364,58491209
1106,6837,Un,22888152,22894988,unknown,Un,58500366,58507202
1107,6835,Un,22895989,22902823,unknown,Un,58508203,58515037
1117,6828,Un,22903824,22910651,unknown,Un,58586984,58593811
1165,6826,Un,22911652,22918477,unknown,Un,58953876,58960701
1108,6824,Un,22919478,22926301,unknown,Un,58516038,58522861
1111,6802,Un,22927302,22934103,unknown,Un,58539710,58546511
1112,6794,Un,22935104,22941897,unknown,Un,58547512,58554305
1174,6792,Un,22942898,22949689,unknown,Un,59021156,59027947
1159,6788,Un,22950690,22957477,unknown,Un,58909175,58915962
1114,6776,Un,22958478,22965253,unknown,Un,58563713,58570488
1115,6759,Un,22966254,22973012,unknown,Un,58571489,58578247
1125,6756,Un,22974013,22980768,unknown,Un,58649770,58656525
1116,6736,Un,22981769,22988504,unknown,Un,58579248,58585983
1129,6710,Un,22989505,22996214,unknown,Un,58680395,58687104
1118,6707,Un,22997215,23003921,unknown,Un,58594812,58601518
1169,6707,Un,23004922,23011628,unknown,Un,58983670,58990376
1131,6701,Un,23012629,23019329,unknown,Un,58695711,58702411
1147,6689,Un,23020330,23027018,unknown,Un,58819849,58826537
1122,6675,Un,23028019,23034693,unknown,Un,58626759,58633433
1123,6672,Un,23035694,23042365,unknown,Un,58634434,58641105
1136,6668,Un,23043366,23050033,unknown,Un,58735533,58742200
1296,6668,Un,23051034,23057701,unknown,Un,59884438,59891105
1124,6664,Un,23058702,23065365,unknown,Un,58642106,58648769
1126,6645,Un,23066366,23073010,unknown,Un,58657526,58664170
1257,6641,Un,23074011,23080651,unknown,Un,59618549,59625189
1138,6620,Un,23081652,23088271,unknown,Un,58750753,58757372
1127,6613,Un,23089272,23095884,unknown,Un,58665171,58671783
1128,6611,Un,23096885,23103495,unknown,Un,58672784,58679394
1130,6606,Un,23104496,23111101,unknown,Un,58688105,58694710
1177,6584,Un,23112102,23118685,unknown,Un,59043526,59050109
1132,6580,Un,23119686,23126265,unknown,Un,58703412,58709991
1133,6574,Un,23127266,23133839,unknown,Un,58710992,58717565
1137,6552,Un,23134840,23141391,unknown,Un,58743201,58749752
1161,6543,Un,23142392,23148934,unknown,Un,58924328,58930870
1308,6532,Un,23149935,23156466,unknown,Un,59965906,59972437
1312,6504,Un,23157467,23163970,unknown,Un,59992906,59999409
1140,6491,Un,23164971,23171461,unknown,Un,58767520,58774010
1141,6487,Un,23172462,23178948,unknown,Un,58775011,58781497
1142,6487,Un,23179949,23186435,unknown,Un,58782498,58788984
1143,6483,Un,23187436,23193918,unknown,Un,58789985,58796467
1144,6472,Un,23194919,23201390,unknown,Un,58797468,58803939
1145,6456,Un,23202391,23208846,unknown,Un,58804940,58811395
1146,6453,Un,23209847,23216299,unknown,Un,58812396,58818848
1297,6445,Un,23217300,23223744,unknown,Un,59892106,59898550
1148,6444,Un,23224745,23231188,unknown,Un,58827538,58833981
1149,6438,Un,23232189,23238626,unknown,Un,58834982,58841419
1440,6437,Un,23239627,23246063,unknown,Un,60793033,60799469
1339,6436,Un,23247064,23253499,unknown,Un,60168150,60174585
1150,6435,Un,23254500,23260934,unknown,Un,58842420,58848854
1391,6435,Un,23261935,23268369,unknown,Un,60496705,60503139
1151,6432,Un,23269370,23275801,unknown,Un,58849855,58856286
1193,6428,Un,23276802,23283229,unknown,Un,59165040,59171467
1484,6425,Un,23284230,23290654,unknown,Un,61062870,61069294
1152,6422,Un,23291655,23298076,unknown,Un,58857287,58863708
1153,6421,Un,23299077,23305497,unknown,Un,58864709,58871129
1154,6418,Un,23306498,23312915,unknown,Un,58872130,58878547
1155,6418,Un,23313916,23320333,unknown,Un,58879548,58885965
1467,6412,Un,23321334,23327745,unknown,Un,60957669,60964080
1156,6409,Un,23328746,23335154,unknown,Un,58886966,58893374
1275,6407,Un,23336155,23342561,unknown,Un,59742506,59748912
1157,6405,Un,23343562,23349966,unknown,Un,58894375,58900779
1207,6402,Un,23350967,23357368,unknown,Un,59265881,59272282
1158,6395,Un,23358369,23364763,unknown,Un,58901780,58908174
1390,6395,Un,23365764,23372158,unknown,Un,60489310,60495704
1221,6384,Un,23373159,23379542,unknown,Un,59366736,59373119
1286,6378,Un,23380543,23386920,unknown,Un,59816548,59822925
1229,6375,Un,23387921,23394295,unknown,Un,59422621,59428995
1160,6365,Un,23395296,23401660,unknown,Un,58916963,58923327
1305,6365,Un,23402661,23409025,unknown,Un,59945782,59952146
1179,6357,Un,23410026,23416382,unknown,Un,59058368,59064724
1194,6346,Un,23417383,23423728,unknown,Un,59172468,59178813
1197,6344,Un,23424729,23431072,unknown,Un,59194195,59200538
1162,6338,Un,23432073,23438410,unknown,Un,58931871,58938208
1163,6336,Un,23439411,23445746,unknown,Un,58939209,58945544
1164,6331,Un,23446747,23453077,unknown,Un,58946545,58952875
1279,6328,Un,23454078,23460405,unknown,Un,59769579,59775906
1330,6325,Un,23461406,23467730,unknown,Un,60109955,60116279
1166,6324,Un,23468731,23475054,unknown,Un,58961702,58968025
1167,6324,Un,23476055,23482378,unknown,Un,58969026,58975349
1183,6324,Un,23483379,23489702,unknown,Un,59087454,59093777
1168,6320,Un,23490703,23497022,unknown,Un,58976350,58982669
1170,6306,Un,23498023,23504328,unknown,Un,58991377,58997682
1171,6305,Un,23505329,23511633,unknown,Un,58998683,59004987
1173,6303,Un,23512634,23518936,unknown,Un,59013853,59020155
1175,6299,Un,23519937,23526235,unknown,Un,59028948,59035246
1303,6285,Un,23527236,23533520,unknown,Un,59931987,59938271
1176,6279,Un,23534521,23540799,unknown,Un,59036247,59042525
1239,6275,Un,23541800,23548074,unknown,Un,59491956,59498230
1263,6271,Un,23549075,23555345,unknown,Un,59659534,59665804
1196,6263,Un,23556346,23562608,unknown,Un,59186932,59193194
1178,6258,Un,23563609,23569866,unknown,Un,59051110,59057367
1180,6251,Un,23570867,23577117,unknown,Un,59065725,59071975
1181,6249,Un,23578118,23584366,unknown,Un,59072976,59079224
1182,6229,Un,23585367,23591595,unknown,Un,59080225,59086453
1459,6221,Un,23592596,23598816,unknown,Un,60907505,60913725
1185,6194,Un,23599817,23606010,unknown,Un,59104817,59111010
1219,6172,Un,23607011,23613182,unknown,Un,59352626,59358797
1264,6169,Un,23614183,23620351,unknown,Un,59666805,59672973
1188,6168,Un,23621352,23627519,unknown,Un,59129285,59135452
1189,6167,Un,23628520,23634686,unknown,Un,59136453,59142619
1272,6155,Un,23635687,23641841,unknown,Un,59721444,59727598
1190,6149,Un,23642842,23648990,unknown,Un,59143620,59149768
1191,6137,Un,23649991,23656127,unknown,Un,59150769,59156905
1192,6134,Un,23657128,23663261,unknown,Un,59157906,59164039
1195,6118,Un,23664262,23670379,unknown,Un,59179814,59185931
1273,6115,Un,23671380,23677494,unknown,Un,59728599,59734713
1271,6114,Un,23678495,23684608,unknown,Un,59714330,59720443
1216,6102,Un,23685609,23691710,unknown,Un,59331579,59337680
1198,6089,Un,23692711,23698799,unknown,Un,59201539,59207627
1199,6079,Un,23699800,23705878,unknown,Un,59208628,59214706
1266,6073,Un,23706879,23712951,unknown,Un,59680713,59686785
1324,6072,Un,23713952,23720023,unknown,Un,60071378,60077449
1419,6071,Un,23721024,23727094,unknown,Un,60669290,60675360
1200,6064,Un,23728095,23734158,unknown,Un,59215707,59221770
1202,6054,Un,23735159,23741212,unknown,Un,59230642,59236695
1203,6053,Un,23742213,23748265,unknown,Un,59237696,59243748
1225,6052,Un,23749266,23755317,unknown,Un,59394875,59400926
1204,6051,Un,23756318,23762368,unknown,Un,59244749,59250799
1322,6048,Un,23763369,23769416,unknown,Un,60058027,60064074
1244,6044,Un,23770417,23776460,unknown,Un,59526543,59532586
1205,6042,Un,23777461,23783502,unknown,Un,59251800,59257841
1553,6040,Un,23784503,23790542,unknown,Un,61462079,61468118
1206,6039,Un,23791543,23797581,unknown,Un,59258842,59264880
1400,6036,Un,23798582,23804617,unknown,Un,60552307,60558342
1208,6034,Un,23805618,23811651,unknown,Un,59273283,59279316
1256,6033,Un,23812652,23818684,unknown,Un,59611516,59617548
1477,6023,Un,23819685,23825707,unknown,Un,61019184,61025206
1313,6012,Un,23826708,23832719,unknown,Un,60000410,60006421
1210,6005,Un,23833720,23839724,unknown,Un,59289613,59295617
1211,6004,Un,23840725,23846728,unknown,Un,59296618,59302621
1212,5994,Un,23847729,23853722,unknown,Un,59303622,59309615
1213,5993,Un,23854723,23860715,unknown,Un,59310616,59316608
1214,5989,Un,23861716,23867704,unknown,Un,59317609,59323597
1234,5989,Un,23868705,23874693,unknown,Un,59457645,59463633
1378,5987,Un,23875694,23881680,unknown,Un,60413294,60419280
1215,5981,Un,23882681,23888661,unknown,Un,59324598,59330578
1417,5978,Un,23889662,23895639,unknown,Un,60655627,60661604
1217,5976,Un,23896640,23902615,unknown,Un,59338681,59344656
1252,5973,Un,23903616,23909588,unknown,Un,59584333,59590305
1218,5969,Un,23910589,23916557,unknown,Un,59345657,59351625
1230,5969,Un,23917558,23923526,unknown,Un,59429996,59435964
1232,5962,Un,23924527,23930488,unknown,Un,59443831,59449792
1220,5938,Un,23931489,23937426,unknown,Un,59359798,59365735
1243,5935,Un,23938427,23944361,unknown,Un,59519608,59525542
1222,5920,Un,23945362,23951281,unknown,Un,59374120,59380039
1223,5918,Un,23952282,23958199,unknown,Un,59381040,59386957
1224,5917,Un,23959200,23965116,unknown,Un,59387958,59393874
1226,5909,Un,23966117,23972025,unknown,Un,59401927,59407835
1227,5901,Un,23973026,23978926,unknown,Un,59408836,59414736
1370,5899,Un,23979927,23985825,unknown,Un,60363180,60369078
1228,5884,Un,23986826,23992709,unknown,Un,59415737,59421620
1565,5867,Un,23993710,23999576,unknown,Un,61532018,61537884
1231,5866,Un,24000577,24006442,unknown,Un,59436965,59442830
1233,5852,Un,24007443,24013294,unknown,Un,59450793,59456644
1425,5848,Un,24014295,24020142,unknown,Un,60705796,60711643
1235,5837,Un,24021143,24026979,unknown,Un,59464634,59470470
1236,5833,Un,24027980,24033812,unknown,Un,59471471,59477303
1237,5827,Un,24034813,24040639,unknown,Un,59478304,59484130
1238,5825,Un,24041640,24047464,unknown,Un,59485131,59490955
1448,5821,Un,24048465,24054285,unknown,Un,60841440,60847260
1338,5820,Un,24055286,24061105,unknown,Un,60161330,60167149
1295,5817,Un,24062106,24067922,unknown,Un,59877621,59883437
1254,5815,Un,24068923,24074737,unknown,Un,59598008,59603822
1520,5804,Un,24075738,24081541,unknown,Un,61271899,61277702
1240,5796,Un,24082542,24088337,unknown,Un,59499231,59505026
1241,5792,Un,24089338,24095129,unknown,Un,59506027,59511818
1274,5792,Un,24096130,24101921,unknown,Un,59735714,59741505
1242,5789,Un,24102922,24108710,unknown,Un,59512819,59518607
1284,5776,Un,24109711,24115486,unknown,Un,59803268,59809043
1399,5771,Un,24116487,24122257,unknown,Un,60545536,60551306
1309,5766,Un,24123258,24129023,unknown,Un,59973438,59979203
1245,5764,Un,24130024,24135787,unknown,Un,59533587,59539350
1475,5760,Un,24136788,24142547,unknown,Un,61007144,61012903
1247,5757,Un,24143548,24149304,unknown,Un,59548677,59554433
1350,5757,Un,24150305,24156061,unknown,Un,60237886,60243642
1373,5757,Un,24157062,24162818,unknown,Un,60382182,60387938
1404,5754,Un,24163819,24169572,unknown,Un,60577075,60582828
1267,5751,Un,24170573,24176323,unknown,Un,59687786,59693536
1364,5748,Un,24177324,24183071,unknown,Un,60325451,60331198
1503,5746,Un,24184072,24189817,unknown,Un,61173573,61179318
1405,5740,Un,24190818,24196557,unknown,Un,60583829,60589568
1265,5739,Un,24197558,24203296,unknown,Un,59673974,59679712
1280,5732,Un,24204297,24210028,unknown,Un,59776907,59782638
1249,5728,Un,24211029,24216756,unknown,Un,59564168,59569895
1250,5724,Un,24217757,24223480,unknown,Un,59570896,59576619
1251,5713,Un,24224481,24230193,unknown,Un,59577620,59583332
1366,5705,Un,24231194,24236898,unknown,Un,60338370,60344074
1361,5704,Un,24237899,24243602,unknown,Un,60306588,60312291
1253,5702,Un,24244603,24250304,unknown,Un,59591306,59597007
1255,5693,Un,24251305,24256997,unknown,Un,59604823,59610515
1418,5685,Un,24257998,24263682,unknown,Un,60662605,60668289
1258,5679,Un,24264683,24270361,unknown,Un,59626190,59631868
1333,5678,Un,24271362,24277039,unknown,Un,60129830,60135507
1259,5677,Un,24278040,24283716,unknown,Un,59632869,59638545
1260,5665,Un,24284717,24290381,unknown,Un,59639546,59645210
1261,5664,Un,24291382,24297045,unknown,Un,59646211,59651874
1262,5659,Un,24298046,24303704,unknown,Un,59652875,59658533
1359,5640,Un,24304705,24310344,unknown,Un,60293739,60299378
1472,5630,Un,24311345,24316974,unknown,Un,60989895,60995524
1523,5615,Un,24317975,24323589,unknown,Un,61288993,61294607
1281,5614,Un,24324590,24330203,unknown,Un,59783639,59789252
1268,5608,Un,24331204,24336811,unknown,Un,59694537,59700144
1412,5608,Un,24337812,24343419,unknown,Un,60625087,60630694
1453,5608,Un,24344420,24350027,unknown,Un,60872954,60878561
1465,5604,Un,24351028,24356631,unknown,Un,60944843,60950446
1269,5599,Un,24357632,24363230,unknown,Un,59701145,59706743
1288,5594,Un,24364231,24369824,unknown,Un,59830423,59836016
1299,5589,Un,24370825,24376413,unknown,Un,59906002,59911590
1270,5586,Un,24377414,24382999,unknown,Un,59707744,59713329
1294,5581,Un,24384000,24389580,unknown,Un,59871040,59876620
1429,5575,Un,24390581,24396155,unknown,Un,60729889,60735463
1449,5571,Un,24397156,24402726,unknown,Un,60848261,60853831
1482,5565,Un,24403727,24409291,unknown,Un,61050746,61056310
1276,5558,Un,24410292,24415849,unknown,Un,59749913,59755470
1277,5556,Un,24416850,24422405,unknown,Un,59756471,59762026
1278,5552,Un,24423406,24428957,unknown,Un,59763027,59768578
1349,5546,Un,24429958,24435503,unknown,Un,60231340,60236885
1431,5533,Un,24436504,24442036,unknown,Un,60741998,60747530
1452,5533,Un,24443037,24448569,unknown,Un,60866421,60871953
1302,5529,Un,24449570,24455098,unknown,Un,59925458,59930986
1414,5527,Un,24456099,24461625,unknown,Un,60637373,60642899
1282,5510,Un,24462626,24468135,unknown,Un,59790253,59795762
1304,5510,Un,24469136,24474645,unknown,Un,59939272,59944781
1517,5506,Un,24475646,24481151,unknown,Un,61255496,61261001
1283,5505,Un,24482152,24487656,unknown,Un,59796763,59802267
